key_ind,zaehler,indication_class_de,name_de,name_en,translation_source,translation_date,confidence_level,validation_status,review_source,review_date,reviewed_name_en,review_notes
07A,3,Vergiftungen mit Parasympathikomimetika/ Nicotin,Cholinesterase-Hemmer-Vergiftung,Cholinesterase inhibitor poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,4,Vergiftungen mit Parasympathikomimetika/ Nicotin,Insektizidvergiftung,Insecticide poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,5,Vergiftungen mit Parasympathikomimetika/ Nicotin,Kontaktinsektizidvergiftung,Contact insecticide poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,6,Vergiftungen mit Parasympathikomimetika/ Nicotin,Nicotinvergiftung,Nicotine poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,7,Vergiftungen mit Parasympathikomimetika/ Nicotin,Nikotinvergiftung,Nicotine poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,8,Vergiftungen mit Parasympathikomimetika/ Nicotin,Organische Phosphorsäureestervergiftung,Organophosphate poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,9,Vergiftungen mit Parasympathikomimetika/ Nicotin,Parasympathikomimetika-/ Nicotin-Vergiftung,Parasympathomimetic/nicotine poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,10,Vergiftungen mit Parasympathikomimetika/ Nicotin,Parasympathikomimetikavergiftung,Parasympathomimetic poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07A,11,Vergiftungen mit Parasympathikomimetika/ Nicotin,Phosphorsäureestervergiftung,Phosphate ester poisoning,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Organophosphate poisoning,Manual review against current clinical nomenclature.
07B,1,Digitalisvergiftungen,Digitalisvergiftungen,Digitalis poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07B,2,Digitalisvergiftungen,Fingerhutvergiftung,Foxglove poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07B,3,Digitalisvergiftungen,Herzglykosidvergiftung,Cardiac glycoside poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07C,1,Vergiftungen mit Methämoglobinbildnern,Methämoglobinvergiftungen,Methemoglobinemia poisoning,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Methemoglobinemia,Manual review against current clinical nomenclature.
07C,2,Vergiftungen mit Methämoglobinbildnern,Nitratvergiftung,Nitrate poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07C,3,Vergiftungen mit Methämoglobinbildnern,Nitritvergiftung,Nitrite poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07C,4,Vergiftungen mit Methämoglobinbildnern,Vergiftung mit aromatischen Aminen,Aromatic amine poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,1,Metallvergiftungen,Arsenvergiftung,Arsenic poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,2,Metallvergiftungen,Bleivergiftung,Lead poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,3,Metallvergiftungen,Cadmiumvergiftung,Cadmium poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,4,Metallvergiftungen,Eisenspeicherzirrhose,Iron storage cirrhosis,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Cirrhosis due to iron overload,Manual review against current clinical nomenclature.
07D,5,Metallvergiftungen,Goldvergiftung,Gold poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,6,Metallvergiftungen,Metallvergiftungen,Metal poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,7,Metallvergiftungen,Quecksilbervergiftung,Mercury poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,8,Metallvergiftungen,Schwermetallvergiftung,Heavy metal poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07D,9,Metallvergiftungen,Thalliumvergiftungen,Thallium poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07E,1,Morphinvergiftungen,Morphinvergiftungen,Morphine poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07E,2,Morphinvergiftungen,Opiatvergiftung,Opiate poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F,1,Entgiftungsmittel bei Zytostatikabehandlung,Entgiftungsmittel bei Zytostatikabehandlung,Detoxifying agents in cytostatic treatment,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F01,1,Entgiftungsmittel bei Therapie mit Folsäureantagonisten,Entgiftungsmittel bei Therapie mit Folsäureantagonisten,Detoxifying agents in folic acid antagonist therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F01,2,Entgiftungsmittel bei Therapie mit Folsäureantagonisten,Folinatrescue,Folinic acid rescue,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F01,3,Entgiftungsmittel bei Therapie mit Folsäureantagonisten,Folsäureantagonisten-Intoxikation,Folic acid antagonist intoxication,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F01,4,Entgiftungsmittel bei Therapie mit Folsäureantagonisten,Methotrexatüberdosierung,Methotrexate overdose,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F02,1,Entgiftungsmittel bei Therapie mit Alkylanzien,Blasenschutz bei Zytostatikatherapie,Bladder protection in cytostatic therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F02,2,Entgiftungsmittel bei Therapie mit Alkylanzien,Cystitis nach Oxazaphosphorinbehandlung,Cystitis following oxazaphosphorine therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F02,3,Entgiftungsmittel bei Therapie mit Alkylanzien,Entgiftungsmittel bei Therapie mit Alkylanzien,Detoxifying agents in alkylating agent therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F02,4,Entgiftungsmittel bei Therapie mit Alkylanzien,Oxazaphosphorin-Harnwegstoxizität,Oxazaphosphorine urinary tract toxicity,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F02,5,Entgiftungsmittel bei Therapie mit Alkylanzien,Zystitis nach Oxazaphosphorinbehandlung,Cystitis following oxazaphosphorine therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F03,1,Entgiftungsmittel bei erhöhter Harnsäureausscheidung,Entgiftungsmittel bei erhöhter Harnsäureausscheidung,Detoxifying agents in increased uric acid excretion,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F03,2,Entgiftungsmittel bei erhöhter Harnsäureausscheidung,"Hyperurikämie, zytostatikainduzierte",Cytostatic-induced hyperuricemia,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F04,1,Vorbeugung von Kardiotoxizität (Anthracycline),Anthracyclin-Kardiotoxizitätsprophylaxe,Prophylaxis of anthracycline cardiotoxicity,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F04,2,Vorbeugung von Kardiotoxizität (Anthracycline),Anthrazyklin-Kardiotoxizitätsprophylaxe,Prophylaxis of anthracycline cardiotoxicity,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F04,3,Vorbeugung von Kardiotoxizität (Anthracycline),Cardiotoxizitätsprophylaxe (Anthracycline),Prophylaxis of cardiotoxicity (anthracyclines),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F04,4,Vorbeugung von Kardiotoxizität (Anthracycline),Kardiotoxizitätsprophylaxe (Anthracycline),Prophylaxis of cardiotoxicity (anthracyclines),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F04,5,Vorbeugung von Kardiotoxizität (Anthracycline),Kardiotoxizitätsvorbeugung (Anthracycline),Prevention of cardiotoxicity (anthracyclines),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F05,1,Behandlung von Anthracyclin-Paravasation,Anthracyclin-Paravasation,Anthracycline extravasation,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F05,2,Behandlung von Anthracyclin-Paravasation,Anthrazyklin-Paravasation,Anthracycline extravasation,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F05,3,Behandlung von Anthracyclin-Paravasation,Extravasation (Anthracycline),Extravasation (anthracyclines),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F05,4,Behandlung von Anthracyclin-Paravasation,Gewebsnekrose nach Paravasation,Tissue necrosis following extravasation,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F05,5,Behandlung von Anthracyclin-Paravasation,Paravasation (Anthracycline),Extravasation (anthracyclines),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F06,1,Sonstige Entgiftungsmittel bei Zytostatikabehandlung,Cisplatin-Nierentoxitätsprophylaxe,Prophylaxis of cisplatin nephrotoxicity,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F06,2,Sonstige Entgiftungsmittel bei Zytostatikabehandlung,Entgiftungsmittel bei Zytostatikabehandlung (sonstige),Detoxifying agents in cytostatic therapy (other),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F06,3,Sonstige Entgiftungsmittel bei Zytostatikabehandlung,Mucositis,Mucositis,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07F06,4,Sonstige Entgiftungsmittel bei Zytostatikabehandlung,Mukositis,Mucositis,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07G,1,Spezifische Seren gegen verschiedene Tiergifte,Antiseren gegen Tiergifte,Antivenoms,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07H,1,Adsorbentien,Adsorbentien bei Vergiftung,Adsorbents for poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07H,2,Adsorbentien,Giftadsorption,Toxin adsorption,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07I,1,Emetika,Brechmittel,Emetics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07I,2,Emetika,Emetika,Emetics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07I,3,Emetika,Erbrechen auslösende Mittel,Emetics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07J,1,Entschäumer bei Spülmittelvergiftungen,Entschäumer,Defoaming agents,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Antifoaming agents,Manual review against current clinical nomenclature.
07J,2,Entschäumer bei Spülmittelvergiftungen,Spülmittelvergiftungen (Entschäumer),Defoaming agents for detergent poisoning,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Antifoaming agents for detergent poisoning,Manual review against current clinical nomenclature.
07K,1,Pilzvergiftungen,Knollenblätterpilzvergiftung,Amanita phalloides poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07K,2,Pilzvergiftungen,Pilzvergiftungen,Mushroom poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L,1,Arzneimittelvergiftungen,Arzneimittelvergiftungen,Drug poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L01,1,Paracetamolvergiftungen,Paracetamolvergiftungen,Paracetamol poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L02,1,Antikoagulanzienvergiftungen,Antikoagulanzienvergiftungen,Anticoagulant poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L02,2,Antikoagulanzienvergiftungen,Heparinneutralisierung,Heparin neutralization,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L03,1,Sonstige Arzneimittelvergiftungen,"Arzneimittelvergiftungen, sonstige",Other drug poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07L03,2,Sonstige Arzneimittelvergiftungen,Kaliumintoxikation,Potassium intoxication,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07M,1,Schutz vor radioaktiven Isotopen,Radioiodschutz,Radioiodine protection,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07M,2,Schutz vor radioaktiven Isotopen,Reaktorunfall,Reactor accident,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07M,3,Schutz vor radioaktiven Isotopen,Schutz vor radioaktiven Isotopen,Protection against radioactive isotopes,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07M,4,Schutz vor radioaktiven Isotopen,Strahlenschutz,Radiation protection,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07N,1,Cyanidvergiftungen,Blausäurevergiftungen,Hydrogen cyanide poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07N,2,Cyanidvergiftungen,Cyanidvergiftungen,Cyanide poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07N,3,Cyanidvergiftungen,Zyanidvergiftungen,Cyanide poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07O,1,Ethylenglycolvergiftungen,Ethylenglycolvergiftungen,Ethylene glycol poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07O,2,Ethylenglycolvergiftungen,Ethylenglykolvergiftungen,Ethylene glycol poisoning,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
07P,1,Entzündungshemmer bei Rauchgasvergiftung,Rauchgasvergiftung (Entzündungshemmung),Smoke inhalation poisoning (anti-inflammatory),qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Smoke inhalation injury (anti-inflammatory treatment),Manual review against current clinical nomenclature.
07Q,1,Sonstige Vergiftungen,"Vergiftungen, sonstige",Other poisonings,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08,1,Antiemetika/ Antivertiginosa,Antiemetika/ Antivertiginosa,Antiemetics/Antivertiginous agents,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Antiemetics/antivertigo agents,Manual review against current clinical nomenclature.
08,2,Antiemetika/ Antivertiginosa,Antivertiginosa/ Antiemetika,Antivertiginous agents/Antiemetics,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Antivertigo agents/antiemetics,Manual review against current clinical nomenclature.
08A,1,Antiemetika,Antiemetika,Antiemetics,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,2,Antiemetika,Antihistaminika,Antihistamines,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,3,Antiemetika,Antinausea,Antinauseants,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,4,Antiemetika,Brechreiz,Nausea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,5,Antiemetika,Emesis,Emesis,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,6,Antiemetika,Erbrechen,Vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,7,Antiemetika,Nausea,Nausea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,8,Antiemetika,Vomitus,Vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A,9,Antiemetika,Übelkeit,Nausea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A01,1,Zytostatikabedingtes Erbrechen,Chemotherapie-Brechreiz,Chemotherapy-induced nausea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A01,2,Zytostatikabedingtes Erbrechen,Erbrechen (zytostatikabedingt),Chemotherapy-induced vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A01,3,Zytostatikabedingtes Erbrechen,Erbrechen infolge Krebstherapie,Vomiting due to cancer therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A01,4,Zytostatikabedingtes Erbrechen,Erbrechen infolge Strahlentherapie,Vomiting due to radiation therapy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A01,5,Zytostatikabedingtes Erbrechen,Zytostatikabedingtes Erbrechen,Chemotherapy-induced nausea and vomiting,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Chemotherapy-induced vomiting,Manual review against current clinical nomenclature.
08A02,1,Reisekrankheit,Erbrechen bei Reisekrankheit,Vomiting due to motion sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,2,Reisekrankheit,Kinetose,Motion sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,3,Reisekrankheit,Luftkrankheit,Air sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,4,Reisekrankheit,Reisekrankheit,Motion sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,5,Reisekrankheit,Reisekrankheit mit Übelkeit,Motion sickness with nausea,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,6,Reisekrankheit,Reiseübelkeit,Motion sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A02,7,Reisekrankheit,Seekrankheit,Sea sickness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,1,Sonstiges Erbrechen,Brechen infolge Migräneanfalls,Vomiting due to migraine attack,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,2,Sonstiges Erbrechen,Emesis gravidarum,Emesis gravidarum,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,3,Sonstiges Erbrechen,Erbrechen (postoperativ),Postoperative vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,4,Sonstiges Erbrechen,Erbrechen durch sonstige Ursachen,Vomiting due to other causes,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,5,Sonstiges Erbrechen,Erbrechen infolge Operation,Vomiting due to surgery,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,6,Sonstiges Erbrechen,Hyperemesis gravidarum,Hyperemesis gravidarum,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,7,Sonstiges Erbrechen,Migräne-Erbrechen,Migraine-associated vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,8,Sonstiges Erbrechen,Postoperatives Erbrechen,Postoperative vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,9,Sonstiges Erbrechen,Präoperatives Erbrechen,Preoperative vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A03,10,Sonstiges Erbrechen,Schwangerschaftserbrechen,Nausea and vomiting of pregnancy,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,1,Reservemittel,Antiemetika (Antipsychotika),Antiemetics (antipsychotics),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,2,Reservemittel,Antiemetika (Neuroleptika),Antiemetics (neuroleptics),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,3,Reservemittel,Antipsychotika bei Erbrechen,Antipsychotics for vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,4,Reservemittel,Erbrechen (Reservemittel),Vomiting (reserve agents),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,5,Reservemittel,Erbrechen (therapieresistent),Vomiting (treatment-resistant),qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,6,Reservemittel,Neuroleptika bei Erbrechen,Neuroleptics for vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,7,Reservemittel,Reservemittel bei Erbrechen,Reserve agents for vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08A04,8,Reservemittel,Therapieresistentes Erbrechen,Treatment-resistant vomiting,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B,1,Antivertiginosa,Antivertiginosa,Antivertiginous agents,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Antivertigo agents,Manual review against current clinical nomenclature.
08B,2,Antivertiginosa,Drehschwindel,Vertigo,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B,3,Antivertiginosa,Gleichgewichtsstörungen,Balance disorders,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B,4,Antivertiginosa,Morbus Menière,Meniere's disease,qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,Meniere disease,Manual review against current clinical nomenclature.
08B,5,Antivertiginosa,Schwindel,Dizziness,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B,6,Antivertiginosa,Vertigo,Vertigo,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B,7,Antivertiginosa,Vestibulärer Schwindel,Vestibular vertigo,qwen3.8-flash-next,2026-08-29,high,valid,openai-codex-manual-review,2026-08-29,,Manual review against current clinical nomenclature.
08B01,1,Monopräparate,"Antivertiginosa, Monopräparate","Antivertiginous agents, single-ingredient preparations",qwen3.8-flash-next,2026-08-29,high,corrected,openai-codex-manual-review,2026-08-29,"Antivertigo agents, single-ingredient preparations",Manual review against current clinical nomenclature.
